date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:56:17	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:16%20GMT	http://themenate.com/espire/html/dist/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://themenate.com/espire/html/dist/assets/css/font-awesome.min.css)
22:56:18	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:17%20GMT	http://themenate.com/espire/html/dist/assets/images/logo/logo-sm.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/images/logo/logo-sm.png	(from http://themenate.com/espire/html/dist/assets/css/app.css)
22:56:18	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:17%20GMT	http://themenate.com/espire/html/dist/assets/images/logo/logo-white-sm.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/images/logo/logo-white-sm.png	(from http://themenate.com/espire/html/dist/assets/css/app.css)
22:56:18	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:17%20GMT	http://themenate.com/espire/html/bower_components/summernote/dist/font/summernote.eot?c0adbd16bed91a6bd3fa47dd845d3618	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/summernote/dist/font/summernote6f27.eot	(from http://themenate.com/espire/html/bower_components/summernote/dist/summernote.css)
22:56:18	121494/121494	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222062ce6-1da96-55ae16d830dc0%22	http://themenate.com/espire/html/dist/assets/fonts/exclusive-icon.eot?	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/dist/assets/fonts/exclusive-icond41d.eot	(from http://themenate.com/espire/html/dist/assets/css/ei-icon.css)
22:56:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:18%20GMT	http://themenate.com/espire/html/bower_components/summernote/dist/font/summernote.eot?	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/summernote/dist/font/summernoted41d.eot	(from http://themenate.com/espire/html/bower_components/summernote/dist/summernote.css)
22:56:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:18%20GMT	http://themenate.com/espire/html/bower_components/summernote/dist/font/summernote.woff?c0adbd16bed91a6bd3fa47dd845d3618	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/summernote/dist/font/summernote6f27.woff	(from http://themenate.com/espire/html/bower_components/summernote/dist/summernote.css)
22:56:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:18%20GMT	http://themenate.com/espire/html/bower_components/summernote/dist/font/summernote.ttf?c0adbd16bed91a6bd3fa47dd845d3618	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/summernote/dist/font/summernote6f27.ttf	(from http://themenate.com/espire/html/bower_components/summernote/dist/summernote.css)
22:56:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:19%20GMT	http://themenate.com/espire/html/bower_components/datatables/media/images/sort_both.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/datatables/media/images/sort_both.png	(from http://themenate.com/espire/html/bower_components/datatables/media/css/jquery.dataTables.css)
22:56:20	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:19%20GMT	http://themenate.com/espire/html/bower_components/datatables/media/images/sort_asc.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/datatables/media/images/sort_asc.png	(from http://themenate.com/espire/html/bower_components/datatables/media/css/jquery.dataTables.css)
22:56:20	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:19%20GMT	http://themenate.com/espire/html/bower_components/datatables/media/images/sort_desc.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/datatables/media/images/sort_desc.png	(from http://themenate.com/espire/html/bower_components/datatables/media/css/jquery.dataTables.css)
22:56:20	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2002%20May%202018%2017:26:19%20GMT	http://themenate.com/espire/html/bower_components/datatables/media/images/sort_asc_disabled.png	/home/gaurav/websites/templates/admin33/themenate.com/espire/html/bower_components/datatables/media/images/sort_asc_disabled.png	(from http://themenate.com/espire/html/bower_components/datatables/media/css/jquery.dataTables.css)
